-1.847529696871689353e+01 2.699999999999999969e-02 -1.681999999999999940e+00 2.199999999999999872e-02 2.229200308040000067e+01 3.626077966540000030e-01
-1.943582434237193723e+01 2.500000000000000139e-02 1.320000000000000062e+00 2.100000000000000130e-02 3.594267356680000347e+01 1.441999999999999948e+00
-1.936143352276741680e+01 2.500000000000000139e-02 1.169999999999999929e+00 2.000000000000000042e-02 3.092999999999999972e+01 6.999999999999999556e-01
-1.896412257843389071e+01 3.699999999999999817e-02 -1.183000000000000052e+00 2.199999999999999872e-02 2.533800000000000097e+01 1.114139999999999908e+00
-1.947576831971253597e+01 6.199999999999999956e-02 -1.211999999999999966e+00 2.500000000000000139e-02 2.463720531410000092e+01 6.404999999999999583e-01
-1.951779582785180978e+01 4.599999999999999922e-02 1.231999999999999984e+00 2.299999999999999961e-02 3.500000000000000000e+01 6.999999999999999556e-01
-1.937547848341172951e+01 2.299999999999999961e-02 -1.000999999999999890e+00 2.100000000000000130e-02 2.419445225649999998e+01 6.999999999999999556e-01
-1.967729696871689526e+01 4.800000000000000100e-02 -5.839999999999999636e-01 2.299999999999999961e-02 3.269350000000000023e+01 4.819999999999999840e-01
-1.959594164024450436e+01 3.400000000000000244e-02 1.219999999999999973e-01 2.000000000000000042e-02 3.200169999999999959e+01 6.260000000000000009e-01
-1.929547635332004774e+01 2.500000000000000139e-02 -1.544999999999999929e+00 2.100000000000000130e-02 2.288935115199999970e+01 3.094717239140000187e-01
-1.914353462965254238e+01 1.199999999999999956e-01 -1.826999999999999957e+00 3.699999999999999817e-02 2.419670665070000126e+01 8.175286666540000358e-01
-1.928274844456406356e+01 8.200000000000000344e-02 -8.900000000000000133e-01 2.699999999999999969e-02 2.451627999999999830e+01 3.512999999999999901e+00
-1.930072884300476233e+01 2.999999999999999889e-02 -1.784000000000000030e+00 2.400000000000000050e-02 2.369276999999999944e+01 1.508007000000000097e+00
-1.945325607040786053e+01 2.800000000000000058e-02 -1.260000000000000009e+00 2.100000000000000130e-02 2.467999999999999972e+01 2.884700000000000042e-01
-1.930443352276741820e+01 1.029999999999999943e-01 -1.308000000000000052e+00 3.200000000000000067e-02 2.558259710649999974e+01 1.638958320720000084e-01
-1.973860564995849742e+01 7.099999999999999367e-02 5.099999999999999672e-02 2.500000000000000139e-02 2.942190000000000083e+01 1.355999999999999983e-01
-1.945415351241435076e+01 2.500000000000000139e-02 6.909999999999999476e-01 2.100000000000000130e-02 3.646600000000000108e+01 2.537999999999999812e+00
-1.942290645412077765e+01 2.800000000000000058e-02 -1.348999999999999977e+00 2.199999999999999872e-02 2.516799999999999926e+01 1.657999999999999918e+00
-1.920623084754258514e+01 2.299999999999999961e-02 6.760000000000000453e-01 2.000000000000000042e-02 3.242399999999999949e+01 1.465000000000000080e+00
-2.002860564995849657e+01 1.660000000000000087e-01 4.299999999999999933e-01 4.399999999999999745e-02 3.333140000000000214e+01 2.270000000000000073e-01
-1.963200267261960263e+01 6.300000000000000044e-02 -1.779999999999999916e-01 2.500000000000000139e-02 3.571300000000000097e+01 8.080000000000000515e-01
-1.878263409634663006e+01 4.499999999999999833e-02 -2.000000000000000000e+00 2.500000000000000139e-02 1.409600000000000009e+01 7.407000000000000250e-01
